 frequency       frequency       frequency       v(out)          v(out)          vdb(out)        vp(out)        
 3.16227766e+05  3.16227766e+05  0.00000000e+00  2.53302895e-07 -5.03291994e-04 -6.59635985e+01 -1.57029303e+00 
 3.54813389e+05  3.54813389e+05  0.00000000e+00  2.01205652e-07 -4.48559485e-04 -6.69635982e+01 -1.57034777e+00 
 3.98107171e+05  3.98107171e+05  0.00000000e+00  1.59823337e-07 -3.99779078e-04 -6.79635981e+01 -1.57039655e+00 
 4.46683592e+05  4.46683592e+05  0.00000000e+00  1.26952193e-07 -3.56303490e-04 -6.89635979e+01 -1.57044002e+00 
 5.01187234e+05  5.01187234e+05  0.00000000e+00  1.00841714e-07 -3.17555828e-04 -6.99635978e+01 -1.57047877e+00 
 5.62341325e+05  5.62341325e+05  0.00000000e+00  8.01014225e-08 -2.83021936e-04 -7.09635977e+01 -1.57051330e+00 
 6.30957344e+05  6.30957344e+05  0.00000000e+00  6.36268226e-08 -2.52243570e-04 -7.19635976e+01 -1.57054408e+00 
 7.07945784e+05  7.07945784e+05  0.00000000e+00  5.05405823e-08 -2.24812321e-04 -7.29635976e+01 -1.57057151e+00 
 7.94328235e+05  7.94328235e+05  0.00000000e+00  4.01458119e-08 -2.00364194e-04 -7.39635975e+01 -1.57059596e+00 
 8.91250938e+05  8.91250938e+05  0.00000000e+00  3.18889522e-08 -1.78574778e-04 -7.49635975e+01 -1.57061775e+00 
 1.00000000e+06  1.00000000e+06  0.00000000e+00  2.53302953e-08 -1.59154939e-04 -7.59635975e+01 -1.57063717e+00 
